car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
Yukon,Riyadh,Riyadh - Alawali,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,SUV
Yaris,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Y,Sedan,White,STO,"2,500","2,750",36,USED,Compact
Yaris,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Y,Sedan,Gray,STO,"2,100","2,200",24,USED,Compact
Yaris,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Y,Sedan,White,STO,"2,050","2,350",30,USED,Compact
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
S450,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Luxury
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,Sedan
City,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
GT,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,419",,,NEW,Compact
Eado,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Plus,Sedan,Black,STS,"1,060",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Al Khaleej,"2,024",Y,Sedan,White,STS,"1,071",,,NEW,Compact
Raize,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",XLE,SUV,Silver,STO,"2,300","2,650",36,NEW,Crossover
Accent,Jeddah,Jeddah - Palestine,"2,025",Fleet,Sedan,White,MONTHLY,"2,459",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,USED,Compact
Accent,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","1,200",36,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","3,200",36,NEW,Sedan
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
GT,Jeddah,Jeddah - Bani Malik,"2,022",STD,Sedan,Yellow,MONTHLY,"2,279",,,NEW,Sedan
Yaris,Jeddah,Jeddah - Ar Rawdah,"2,023",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Qurtubah,"2,025",GLS,Sedan,Silver,MONTHLY,"1,959",,,NEW,Compact
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Yukon,Riyadh,Riyadh - Qurtubah,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,SUV
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Corolla,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Corolla,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Sahaba,"2,024",Fleet,Sedan,White,MONTHLY,"3,109",,,NEW,Sedan
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Compact
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
RX5,Riyadh,Riyadh - Al Rawdah,"2,022",STD,SUV,Black,STS,860,,,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",36,NEW,Crossover
GT,Riyadh,Riyadh - Al Aziziyah,"2,022",STD,Sedan,Yellow,MONTHLY,"2,339",,,NEW,Sedan
Pegas,Riyadh,Riyadh - Urubah,"2,024",LX,Sedan,Grey,STS,600,,,NEW,Compact
i10,Jeddah,Jeddah - Salamah - Pickup,"2,023",MPI,Sedan,White,MONTHLY,"1,800","1,900",,USED,Compact
5,Dammam,Dammam - Al Itisalat,"2,022",Mid Option,Sedan,Blue,STS,"1,089",,,NEW,Compact
Taurus,Riyadh,Riyadh - Al Maizilah,"2,025",Ambiente,Sedan,Black,MONTHLY,"7,109",,,NEW,Sedan
K3,Riyadh,Riyadh - Ar Rimal - Pickup,"2,025",STD,Sedan,Silver,STO,"2,400","2,650",24,USED,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,475","2,550",,USED,Crossover
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Accent,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Compact
Accent,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Black,STS,950,,,NEW,Compact
Accent,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Silver,STS,950,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Sunny,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Grey,STS,750,,,NEW,Sedan
Corolla,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Elantra,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Sedan
Raize,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",XLE,SUV,White,STO,"2,300","2,650",36,NEW,Crossover
Pegas,Riyadh,Riyadh - As Sulimaniyah,"2,026",STD,Sedan,Silver,STS,950,,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,Compact
Corolla,Riyadh,Riyadh - As Sahabah,"2,026",XLI,Sedan,White,STS,980,,,NEW,Sedan
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Sedan
i10,Jeddah,Jeddah - Sanabel,"2,026",MPI,Sedan,White,MONTHLY,"1,909",,,NEW,Compact
Accent,Madinah,Madinah - Khalid Ibn Al Walid,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"1,999",,,NEW,Compact
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,719","2,599",,USED,Crossover
Accent,Jeddah,Jeddah - Bani Malik,"2,024",Smart,Sedan,White,MONTHLY,"2,250",,,NEW,Compact
Coolray,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",GL,Crossover,Gray,STO,"2,500","2,750",24,USED,Crossover
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
520,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,White,MONTHLY,"23,969",,,NEW,Sedan
Kicks,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Crossover
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,175",36,USED,Compact
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Gray,STO,"2,725","3,000",36,NEW,Crossover
Emgrand,Riyadh,Daily Sulimaniyah Riyadh,"2,025",STD,Sedan,Brown,STS,740,,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Sedan
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
Arrizo 5,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,White,MONTHLY,"1,879",,,NEW,Sedan
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Silver,MONTHLY,"2,475","2,550",,USED,Crossover
Pegas,Riyadh,Riyadh - An Nahdah (Pick up),"2,025",LX,Sedan,Gray,STO,"1,800","2,000",24,USED,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
City,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
Corolla,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Elantra,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Sedan
735,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,Black,MONTHLY,"34,089",,,NEW,Luxury
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,MONTHLY,"2,079",,,NEW,Sedan
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,Compact
Kona,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Smart,Crossover,Black,STS,"1,020",,,NEW,Crossover
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,725","3,000",36,NEW,Crossover
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Kona,Riyadh,Riyadh - King Faisal,"2,023",Smart,Crossover,White,MONTHLY,"2,700",,,USED,Crossover
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,White,STO,"2,325","2,675",6,USED,Crossover
Corolla,Jeddah,Jeddah - Bani Malik,"2,023",XLI,Sedan,White,MONTHLY,"3,569",,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al Aqiq,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
5,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,025",STD,Sedan,White,STO,"2,050","2,575",36,NEW,Compact
Pegas,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,025",LX,Sedan,White,STO,"1,700","1,950",24,USED,Compact
Yaris,Riyadh,Riyadh - Suwaidi,"2,026",Y,Sedan,Gray,STO,"2,050","2,350",30,USED,Compact
Corolla,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Corolla,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Pegas,Riyadh,Riyadh - Al Khaleej,"2,022",LX,Sedan,White,STS,980,,,NEW,Compact
Elantra,Dammam,Dammam - Al Rawdah,"2,024",Fleet,Sedan,White,STS,980,,,NEW,Sedan
Elantra,Jeddah,Jeddah - Palestine,"2,024",Fleet,Sedan,White,MONTHLY,"3,109",,,NEW,Sedan
Pegas,Riyadh,Ritadh - Al Areed,"2,026",LX,Sedan,White,MONTHLY,"1,879",,,NEW,Compact
Accent,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","1,200",36,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Cityray,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",36,NEW,SUV
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","3,100",36,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","3,200",36,NEW,Sedan
2008,Riyadh,Riyadh - Al Faisaliyyah - STO - Pickup,"2,023",Allure,Suv,Gray,MONTHLY,"2,850","3,025",,USED,Crossover
Accent,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,025",Fleet,Sedan,Gray,STO,"1,900","2,100",12,USED,Compact
Yaris,Riyadh,Riyadh - Ishbiliah - Pickup,"2,024",Y,Sedan,White,STO,"2,015","2,225",24,USED,Compact
Dzire,Riyadh,Riyadh - Al Yarmuk,"2,024",GL,Sedan,White,STS,679,,,NEW,Sedan
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Dzire,Jeddah,Jeddah - Palestine,"2,024",GL,Sedan,Blue,MONTHLY,"2,039",,,NEW,Sedan
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","3,300",36,NEW,SUV
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Crossover
Coolray,Riyadh,Riyadh - Sulimaniyah,"2,024",GS,SUV,Brown,MONTHLY,"2,840",,,NEW,Crossover
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,Grey,STS,579,,,NEW,Compact
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,475","2,655",,USED,Crossover
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Red,STO,"2,325","2,675",6,USED,Crossover
Corolla,Riyadh,Riyadh - Dhahrat Laban,"2,023",XLI,Sedan,White,MONTHLY,"3,459",,,NEW,Sedan
Taurus,Jeddah,Jeddah - Bani Malik,"2,022",Ambiente NG,Sedan,Black,MONTHLY,"7,379",,,NEW,Sedan
Taurus,Riyadh,Riyadh - Al Maizilah,"2,025",Ambiente,Sedan,Black,MONTHLY,"7,109",,,NEW,Sedan
Landtrek,Riyadh,Riyadh - An Narjis - Pickup,"2,023",4x4,Pickup,White,STO,"3,200","3,525",12,USED,Pickup
Yaris,Riyadh,Riyadh - Suwaidi,"2,026",Y,Sedan,Gray,STO,"2,050","2,350",30,USED,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Accent,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Fleet,Sedan,White,STO,"1,950","2,250",30,USED,Compact
E200,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,MONTHLY,"25,259",,,NEW,Sedan
520,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,MONTHLY,"24,029",,,NEW,Sedan
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
i10,Riyadh,Riyadh - Al Quds,"2,023",MPI,Sedan,Silver,MONTHLY,"1,800",,,USED,Compact
Dzire,Riyadh,Riyadh -Al Murabba,"2,023",GL,Sedan,White,MONTHLY,"1,859",,,USED,Sedan
i10,Jeddah,JDH,"2,022",MPI,Hatchback,Silver,MONTHLY,"2,319",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Captiva,Dammam,Riyadh - Tuwaiq,"2,025",STD,SUV,Grey,STS,"1,580",,,NEW,Crossover
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Grey,STS,750,,,NEW,Sedan
City,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
Elantra,Al Khobar,Al Khobar -  Al-Thuqbah,"2,022",Fleet,Sedan,Grey,MONTHLY,"2,449",,,NEW,Sedan
735,Riyadh,Riyadh - Qurtubah,"2,024",STD,Sedan,Black,MONTHLY,"34,089",,,NEW,Luxury
6,Riyadh,Riyadh - Urubah,"2,023",S,Sedan,Blue,STS,"1,369",,,NEW,Sedan
500,Riyadh,Riyadh - Al Rawdah,"2,023",STD,Hatchback,Blue,MONTHLY,"4,769",,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,Compact
RX5,Riyadh,Riyadh - Al Rawdah,"2,022",STD,SUV,Silver,MONTHLY,"2,699",,,NEW,Crossover
Accent,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","1,200",36,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","3,300",36,NEW,SUV
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","3,100",36,NEW,Crossover
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Sedan
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",36,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",36,NEW,Crossover
Accent,Mecca,Makkah - Alaziziyyah,"2,026",STD,Sedan,Grey,STS,860,,,NEW,Compact
Accent,Mecca,Makkah - Qadisyyah,"2,026",STD,Sedan,Grey,STS,860,,,NEW,Compact
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,475","2,800",,USED,Crossover
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Grey,MONTHLY,"2,029",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Compact
Dzire,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Yaris,Riyadh,Riyadh - An Nahdah (Pick - up ),"2,026",Y,Sedan,Silver,STO,"1,950","2,250",30,USED,Compact
Yaris,Jeddah,Jeddah - An Naseem (Pick-up),"2,026",Y,Sedan,Silver,STO,"2,100","2,325",30,USED,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Yaris,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
City,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
Corolla,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,Compact
Baleno,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",GL,Hatchback,White,STO,"2,350","1,750",24,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,STS,870,,,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Compact
Cityray,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GC,SUV,White,STO,"2,850","1,800",36,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","3,200",36,NEW,Sedan
Tiggo 2,Riyadh,Riyadh - Al Rawdah,"2,024",STD,Crossover,White,STS,820,,,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",36,NEW,Crossover
Elantra,Madinah,Madinah - Al Areed,"2,023",Fleet,Sedan,Grey,STS,830,,,NEW,Sedan
Sunny,Jeddah,JDH,"2,022",Classic,Sedan,White,MONTHLY,"2,349",,,NEW,Compact
Pegas,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,White,STS,650,,,NEW,Compact
City,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
Elantra,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Sedan
500,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Black,MONTHLY,"4,389",,,NEW,Compact
Fortuner,Riyadh,Riyadh - Qurtubah,"2,025",STD,SUV,White,MONTHLY,"7,409",,,NEW,SUV
Sunny,Dammam,Dammam - Al Qadisyyah,"2,022",Classic,Sedan,White,STS,799,,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,Compact
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,725","3,000",36,NEW,Crossover
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Compact
Kona,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Crossover,Blue,STO,"3,000","3,300",36,NEW,Crossover
Cityray,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",36,NEW,SUV
Kona,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Crossover,Blue,STO,"3,000","3,300",36,NEW,Crossover
i10,Jeddah,Jeddah - Salamah - Pickup,"2,023",MPI,Sedan,White,MONTHLY,"1,800","3,000",,USED,Compact
Yaris,Jeddah,Jeddah - Salamah - Pickup,"2,024",Y,Sedan,White,STO,"1,850","2,125",6,USED,Compact
Dzire,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Elantra,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,600","3,000",24,USED,Sedan
Yaris,Riyadh,Riyadh - Suwaidi,"2,026",Y,Sedan,Silver,STO,"2,050","2,350",1,USED,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Crossover
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Compact
Staria,Riyadh,فرع القدس - Al-Quds  branch,"2,023",STD,Minivan,Black,MONTHLY,"5,449",,,NEW,Minivan
Accent,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","1,200",36,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,NEW,Compact
Coolray,Riyadh,Daily Sulimaniyah Riyadh,"2,024",GS,Crossover,Brown,STS,940,,,NEW,Crossover
Sunny,Jeddah,Jeddah - Bani Malik,"2,023",S,Sedan,White,MONTHLY,"1,820",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Grey,MONTHLY,"2,029",,,NEW,Compact
Taurus,Riyadh,Riyadh - Al Maizilah,"2,025",Ambiente,Sedan,Black,MONTHLY,"7,109",,,NEW,Sedan
K3,Jeddah,Jeddah - Salamah - Pickup,"2,025",STD,Sedan,White,STO,"1,950","2,250",24,USED,Compact
